time,long,lat,dt,H,Roll,pitch,yaw,S,truckSpeed,truck_Lat,truck_long,Tension
0,130.188888,33.146888,0.15,38.88,-1,-29,173,8,0,33.147,130.1888,4.53
0.15,130.188888,33.146888,0.15,38.94,-1,-33,173,8,0.07408,33.14700728,130.1888112,9.06
0.3,130.188888,33.146888,0.15,38.75,-1,-38,174,8,0.08334,33.14700708,130.1888113,4.53
0.45,130.188888,33.146892,0.15,38.75,0,-39,174,8,0.07871,33.14700698,130.1888113,4.53
0.6,130.188888,33.146892,0.15,38.75,0,-39,174,8,0.03704,33.14700683,130.1888112,9.06
0.75,130.188888,33.146892,0.15,38.75,-1,-40,174,8,0.25928,33.14700682,130.1888112,9.06
0.9,130.188888,33.146892,0.15,38.69,0,-39,175,8,0.21298,33.14700677,130.1888112,9.06
1.05,130.188873,33.1469,0.15,38.69,-1,-38,174,8,0.09723,33.1470067,130.1888111,9.06
1.2,130.188873,33.1469,0.15,38.88,0,-39,175,8,0.11112,33.14700665,130.188811,9.06
1.35,130.188873,33.146903,0.15,38.88,0,-42,175,8,0.84729,33.14700669,130.1888109,9.06
1.5,130.188873,33.146907,0.15,39.07,0,-41,175,8,1.45382,33.14700697,130.1888107,4.53
1.65,130.188873,33.146911,0.15,39.07,0,-40,175,8,1.92145,33.14700739,130.1888103,9.06
1.8,130.188858,33.146915,0.15,39.07,0,-40,175,8,2.24092,33.14700787,130.1888098,9.06
1.95,130.188858,33.146915,0.15,38.75,0,-40,176,8,2.67151,33.14700862,130.1888092,11.325
2.1,130.188858,33.146915,0.15,38.75,2,-42,177,8,3.00024,33.1470094,130.1888086,31.71
2.25,130.188858,33.146926,0.15,39.07,0,-40,175,8,3.2873,33.14701025,130.1888079,63.42
2.4,130.188858,33.14693,0.15,39.07,0,-40,175,8,3.59288,33.14701122,130.1888071,77.01
2.55,130.188858,33.14693,0.15,39.07,-3,-38,173,8,4.05125,33.1470124,130.1888062,88.335
2.7,130.188858,33.146934,0.15,38.94,-4,-36,171,8,4.50962,33.14701367,130.1888052,108.72
2.85,130.188842,33.146942,0.15,38.94,-4,-37,171,8,4.91706,33.14701502,130.1888041,163.08
3,130.188842,33.146949,0.15,38.94,-4,-37,171,8,5.22264,33.14701648,130.1888029,212.91
3.15,130.188842,33.146949,0.15,38.94,-5,-40,171,8,5.76435,33.14701822,130.1888015,296.715
3.3,130.188842,33.146953,0.15,38.94,-6,-40,169,8,6.39866,33.14702023,130.1888001,289.92
3.45,130.188842,33.146953,0.15,38.94,-7,-44,169,8,6.945,33.14702238,130.1887986,267.27
3.6,130.188842,33.146953,0.15,38.94,-7,-44,169,8,7.2228,33.14702458,130.1887969,240.09
3.75,130.188842,33.146953,0.15,38.5,-9,-48,168,8,7.62561,33.14702688,130.1887952,169.875
3.9,130.188827,33.146968,0.15,38.63,-11,-49,166,8,8.03768,33.14702938,130.1887933,235.56
4.05,130.188827,33.146968,0.15,38.63,-11,-48,166,8,8.45901,33.14703205,130.1887913,115.515
4.2,130.188827,33.146976,0.15,38.63,-11,-48,166,8,8.8896,33.14703488,130.1887891,67.95
4.35,130.188796,33.146976,0.15,42.69,-14,-45,164,8,9.33408,33.14703796,130.1887869,45.3
4.5,130.188781,33.146984,0.15,42.69,-14,-44,166,8,9.59336,33.14704108,130.1887846,58.89
4.65,130.188766,33.146999,0.15,52.5,-13,-39,169,8,9.78319,33.14704426,130.1887823,43.035
4.8,130.188766,33.147014,0.15,52.5,-13,-39,169,8,10.01932,33.14704753,130.18878,31.71
4.95,130.188751,33.147014,0.15,52.5,-9,-35,174,8,10.28323,33.147051,130.1887776,47.565
5.1,130.188735,33.147037,0.15,54.94,-7,-21,177,8,10.62122,33.14705462,130.1887751,54.36
5.25,130.188735,33.147037,0.15,54.94,-7,-21,177,8,10.98236,33.14705834,130.1887727,56.625
5.4,130.188735,33.147037,0.15,54.94,-8,-21,176,8,11.31572,33.14706212,130.1887702,67.95
5.55,130.188735,33.147037,0.15,55.63,-11,-3,176,8,11.56574,33.14706594,130.1887677,74.745
5.7,130.188735,33.147037,0.15,55.63,-13,6,174,8,12.27876,33.1470698,130.1887649,63.42
5.85,130.188735,33.147037,0.15,54.63,-14,10,174,8,13.21402,33.14707383,130.1887619,56.625
6,130.188735,33.147117,0.15,54.63,-14,10,174,8,14.13076,33.14707817,130.1887587,72.48
6.15,130.188674,33.147117,0.15,54.63,-14,16,176,8,15.21418,33.14708289,130.188755,70.215
6.3,130.188674,33.147129,0.15,54.94,-14,15,181,8,16.0568405,33.14708781,130.1887512,72.48
6.45,130.188659,33.147136,0.15,54.94,-13,14,183,8,16.77449075,33.14709294,130.1887472,104.19
6.6,130.188659,33.147148,0.15,54.94,-13,14,183,8,17.48288,33.14709832,130.188743,135.9
6.75,130.188659,33.147148,0.15,55.69,-12,13,188,8,18.53852,33.14710409,130.1887387,99.66
6.9,130.188659,33.147163,0.15,55.69,-10,12,194,8,19.3534005,33.14711017,130.1887342,95.13
7.05,130.188659,33.147163,0.15,55.69,-10,14,197,8,19.97845075,33.1471164,130.1887296,86.07
7.2,130.188659,33.14719,0.15,55.69,-10,14,197,8,20.4646,33.14712265,130.1887247,95.13
7.35,130.188644,33.14719,0.15,56.38,-8,12,201,8,21.07576,33.14712923,130.1887195,74.745
7.5,130.188644,33.147209,0.15,56.32,0,13,205,8,21.5572795,33.14713596,130.1887142,95.13
7.65,130.188644,33.147209,0.15,56.32,4,14,207,8,22.07583925,33.14714286,130.1887088,54.36
7.8,130.188644,33.147209,0.15,56.32,4,14,207,8,22.79812,33.14714995,130.1887035,45.3
7.95,130.188644,33.147209,0.15,55.94,12,10,208,8,22.85368,33.147157,130.1886979,45.3
8.1,130.188629,33.147262,0.15,55.94,18,12,203,8,23.6963395,33.14716418,130.188692,54.36
8.25,130.188629,33.147285,0.15,55.19,23,12,200,8,24.59918925,33.14717149,130.188686,40.77
8.4,130.188629,33.1473,0.15,55.19,23,12,200,8,24.83532,33.1471789,130.1886798,45.3
8.55,130.188629,33.1473,0.15,55.19,26,11,194,8,24.61308,33.14718643,130.1886735,31.71
8.7,130.188629,33.147315,0.15,53.94,31,14,187,8,24.99274,33.14719422,130.1886674,45.3
8.85,130.188613,33.147327,0.15,53.94,33,13,181,8,25.58538025,33.1472022,130.1886613,63.42
9,130.188613,33.147327,0.15,53.94,33,13,181,8,26.002081,33.14721032,130.1886553,90.6
9.15,130.188613,33.147327,0.15,52.5,32,13,173,8,26.585461,33.14721877,130.1886492,99.66
9.3,130.188598,33.147357,0.15,52.5,31,10,167,8,26.9188205,33.14722718,130.1886428,95.13
9.45,130.188598,33.147357,0.15,52.5,30,9,164,8,27.22903,33.1472356,130.1886362,88.335
9.6,130.188598,33.147388,0.15,52.5,30,9,164,8,27.74296,33.14724407,130.1886294,54.36
9.75,130.188583,33.147388,0.15,52.38,26,6,162,8,28.27078,33.14725284,130.1886226,43.035
